type_school,school_accreditation,gender,interest,residence,parent_age,parent_salary,house_area,average_grades,parent_was_in_college,in_college
Vocational,A,Male,Quiet Interested,Urban,56,5760000,85,86.68,FALSE,TRUE
Academic,A,Female,Very Interested,Urban,57,6570000,60,87.87,FALSE,FALSE
Vocational,A,Male,Very Interested,Rural,50,5700000,78.8,83.35,FALSE,FALSE
Academic,B,Female,Uncertain,Rural,50,7090000,80.1,89.82,TRUE,TRUE
Vocational,A,Female,Uncertain,Urban,52,4180000,94.6,79.11,FALSE,TRUE
Vocational,B,Female,Not Interested,Rural,51,6630000,62.5,90.62,TRUE,TRUE
Academic,B,Male,Uncertain,Urban,53,5920000,63.7,87.52,TRUE,TRUE
Academic,B,Male,Very Interested,Rural,55,8260000,91.1,88.25,TRUE,TRUE
Vocational,A,Female,Very Interested,Urban,57,4560000,85.9,83.55,FALSE,TRUE
Academic,B,Male,Uncertain,Urban,51,5120000,64,91.73,FALSE,TRUE
Academic,B,Male,Less Interested,Urban,53,1000000,107.1,90.28,FALSE,TRUE
Academic,B,Male,Very Interested,Urban,53,5700000,98.1,89.1,TRUE,TRUE
Vocational,B,Male,Uncertain,Rural,47,5120000,82,82.1,TRUE,FALSE
Academic,B,Male,Very Interested,Urban,56,3850000,60.9,82.33,TRUE,FALSE
Academic,A,Female,Very Interested,Urban,51,6540000,64.4,85.98,FALSE,TRUE
Academic,A,Female,Less Interested,Urban,57,4850000,93.8,86.85,FALSE,TRUE
Academic,A,Female,Less Interested,Rural,52,5110000,54.8,84.5,TRUE,FALSE
Academic,B,Male,Not Interested,Urban,52,5180000,78.4,81.06,TRUE,TRUE
Academic,A,Male,Very Interested,Urban,51,5510000,76.8,85.52,FALSE,FALSE
Vocational,A,Female,Very Interested,Rural,49,6370000,70.7,85.3,TRUE,TRUE
Vocational,B,Male,Uncertain,Rural,48,6900000,59.6,85.14,TRUE,FALSE
Academic,A,Male,Quiet Interested,Urban,57,4470000,57.2,87.19,FALSE,FALSE
Vocational,A,Female,Less Interested,Rural,53,6450000,90.7,87.66,TRUE,TRUE
Academic,A,Female,Less Interested,Urban,61,3680000,60.9,80.63,FALSE,FALSE
Vocational,B,Male,Not Interested,Rural,47,4690000,93.6,88.2,TRUE,FALSE
Academic,A,Female,Less Interested,Urban,54,7470000,78.6,86.38,FALSE,TRUE
Vocational,B,Male,Very Interested,Rural,49,6000000,71.9,84.58,TRUE,FALSE
Academic,A,Female,Less Interested,Urban,54,6500000,99.7,89.59,FALSE,TRUE
Academic,B,Female,Very Interested,Rural,51,6910000,74.2,86.87,TRUE,TRUE
Academic,B,Female,Less Interested,Urban,53,3770000,65.1,85.27,TRUE,FALSE
Academic,B,Male,Very Interested,Rural,53,5000000,50.8,84.54,TRUE,FALSE
Academic,B,Female,Less Interested,Urban,52,3270000,65,85.16,FALSE,FALSE
Vocational,A,Female,Very Interested,Rural,49,7420000,63.6,85.99,TRUE,TRUE
Academic,B,Female,Less Interested,Rural,51,7480000,84.3,89.72,TRUE,TRUE
Vocational,A,Male,Less Interested,Urban,49,5550000,75.2,79.56,FALSE,TRUE
Academic,B,Male,Uncertain,Rural,53,5840000,105.8,87.18,TRUE,TRUE
Academic,B,Male,Quiet Interested,Urban,50,2940000,69.1,86.13,TRUE,FALSE
